track_name,danceability,energy,valence,tempo,loudness,acousticness,instrumentalness,liveness,speechiness
bernard trigger,0.4,0.792,0.338,117.819,-4.118,0.000449,0.0848,0.185,0.0368
"Chaos Castle (feat. Eddy Baker, Chris Travis and Bones)",0.793,0.516,0.257,129.968,-6.96,0.0354,0.0,0.157,0.259
Do You Believe In Love,0.518,0.756,0.338,113.017,-3.555,0.046,0.0,0.0281,0.0344
Consideration,0.883,0.584,0.784,144.975,-2.102,0.0392,4.39e-06,0.0869,0.0465
Haunted Heart,0.305,0.112,0.0787,78.658,-16.136,0.99,0.00161,0.125,0.0344
Voiceover Auditions,0.508,0.662,0.0763,150.295,-13.387,0.88,7.89e-06,0.769,0.871
Doomsday,0.852,0.816,0.849,95.415,-7.809,0.105,0.0,0.0794,0.319
Another World,0.552,0.776,0.217,140.15,-5.719,0.175,7.77e-06,0.467,0.0386
Baby Birkin,0.848,0.649,0.629,118.04,-6.083,0.232,0.0,0.101,0.315
Shortnin' Bread,0.839,0.449,0.915,134.929,-11.437,0.566,0.0,0.15,0.0484
Running,0.718,0.518,0.741,119.912,-8.52,0.157,0.036,0.0741,0.305
Interloper,0.522,0.461,0.102,79.977,-11.271,0.675,0.965,0.109,0.0334
Foxey Lady,0.507,0.847,0.566,98.096,-5.987,0.0751,0.237,0.372,0.0411
I Met A Girl - Acoustic Mixtape,0.41,0.637,0.54,86.967,-7.932,0.9,0.0,0.118,0.0515
Blackout Blues,0.413,0.859,0.836,150.084,-8.74,0.000372,0.00942,0.0988,0.041
Grohg: III. Dance of the Opium-Eater (Visions of Jazz),0.244,0.156,0.0841,104.71,-14.978,0.903,0.836,0.181,0.0401
Open Up My Heart,0.466,0.98,0.404,169.973,-3.213,0.005,0.0,0.282,0.151
I Forgot,0.724,0.511,0.652,99.997,-7.224,0.246,0.0,0.29,0.056
Momma's Song,0.433,0.0139,0.27,95.281,-32.035,0.987,0.907,0.133,0.0422
Snuff,0.544,0.69,0.219,123.962,-5.723,0.012,0.0095,0.0615,0.0425
More Blessings,0.655,0.638,0.862,82.487,-8.66,0.293,0.0,0.0478,0.117
Nervous,0.589,0.614,0.318,119.837,-7.528,0.0213,0.165,0.31,0.0426
Missile,0.528,0.448,0.668,145.989,-6.408,0.0121,0.0204,0.158,0.0261
"Monopoly, Clue, And Battleship",0.537,0.483,0.68,162.728,-14.704,0.719,0.0,0.431,0.949
Teacher - Single Mix; 2001 Remaster,0.65,0.76,0.71,122.636,-8.459,0.2,4.53e-05,0.14,0.0588
Stay Woke (feat. Miguel),0.577,0.615,0.112,94.05,-8.741,0.0298,0.0,0.0969,0.13
All This,0.594,0.88,0.376,149.969,-4.943,0.0588,0.128,0.0973,0.0786
ShabichI,0.61,0.89,0.397,120.046,-6.933,0.148,6.33e-05,0.884,0.0719
Subway,0.512,0.724,0.432,114.292,-12.324,0.761,0.0,0.913,0.937
Blackbirds Roar,0.236,0.973,0.506,172.891,-3.67,0.000243,1.13e-05,0.172,0.144
Top,0.487,0.968,0.308,130.44,-4.615,0.00338,0.0291,0.839,0.101
Heavenfaced,0.511,0.496,0.163,160.017,-9.424,0.644,0.294,0.0887,0.0365
The Carriage Of The Spirits,0.0642,0.162,0.0509,70.104,-19.152,0.884,0.889,0.401,0.0355
Symphony Of Destruction,0.61,0.891,0.51,139.903,-5.452,0.000805,0.0928,0.0657,0.0587
Songs About Rain - Radio Edit,0.563,0.548,0.258,121.382,-8.308,0.0389,0.0,0.0932,0.0277
What Brings Life Also Kills,0.605,0.196,0.19,128.886,-10.47,0.797,0.0,0.11,0.0363
Bend Down Low - B Is Version,0.779,0.445,0.755,87.94,-7.791,0.44,0.000151,0.166,0.0458
River of Tears,0.461,0.318,0.165,108.007,-8.657,0.481,0.104,0.112,0.0271
This Is Me,0.594,0.564,0.124,90.587,-10.051,0.237,0.00347,0.0977,0.0899
Physical,0.621,0.845,0.466,123.968,-4.824,0.029,0.0,0.0621,0.141
Reggae Merengue,0.749,0.589,0.914,89.323,-7.605,0.91,0.791,0.15,0.0382
Mencionando Tu Nombre,0.786,0.808,0.774,91.969,-4.672,0.0747,2.35e-05,0.0965,0.065
When You Walk Into The Room,0.342,0.598,0.114,144.077,-8.702,0.0348,5.16e-05,0.135,0.0362
I Saw the Light,0.583,0.833,0.81,119.884,-8.29,0.0531,5.57e-05,0.16,0.0343
Subwaytopia,0.5,0.57,0.361,68.224,-13.36,0.806,0.0,0.777,0.955
Tiny Cities (feat. Beck),0.531,0.684,0.374,71.049,-4.718,0.28,0.000307,0.092,0.0557
You Don't Need Me,0.809,0.428,0.784,91.737,-9.341,0.464,1.7e-06,0.116,0.0425
Without You,0.496,0.397,0.611,160.021,-10.534,0.463,6.54e-06,0.128,0.0299
Natural,0.637,0.561,0.36,80.005,-7.86,0.00353,8.12e-06,0.124,0.138
Thank You,0.561,0.495,0.468,137.865,-5.899,0.386,0.0,0.0994,0.0263
Like An Avalanche,0.274,0.434,0.118,83.524,-7.654,0.206,0.0,0.119,0.0285
J'ai retrouvé ma valise,0.885,0.341,0.911,121.628,-16.44,0.581,0.0,0.0928,0.0758
Signs of the Time,0.29,0.954,0.3,130.066,-4.257,4.99e-05,0.189,0.167,0.118
JOHNNY,0.612,0.858,0.869,80.352,-5.359,0.442,0.0,0.205,0.364
Wanderlust,0.424,0.953,0.542,149.93,-4.299,8.12e-05,5.12e-05,0.409,0.0767
Little Monster,0.454,0.882,0.497,95.999,-4.251,0.00122,0.00156,0.138,0.06
The Devil In I,0.398,0.939,0.235,92.027,-2.865,0.00591,0.000881,0.357,0.0648
RIP,0.765,0.622,0.476,104.015,-4.932,0.362,2.15e-06,0.146,0.103
KOKO,0.561,0.82,0.326,123.951,-5.22,0.289,0.0,0.119,0.0408
No Ocean,0.655,0.375,0.431,170.081,-10.105,0.355,5.78e-05,0.114,0.0599
Gibraltar,0.75,0.292,0.483,109.769,-8.988,0.714,0.0464,0.118,0.0357
Knocked Up,0.382,0.688,0.207,121.352,-12.569,0.268,0.0928,0.184,0.0419
Me Pones en Tension,0.89,0.727,0.845,93.986,-7.614,0.0565,3.01e-06,0.0567,0.0693
Kathrin With a K,0.626,0.271,0.291,99.982,-10.481,0.609,0.0011,0.113,0.0281
Ya No Eres Tú (En Vivo) [feat. Gilberto Santa Rosa],0.631,0.864,0.668,104.791,-10.125,0.13,0.000172,0.722,0.102
Rubber Ball - Unpeeled,0.445,0.263,0.188,77.086,-12.276,0.646,1.49e-06,0.868,0.0253
Blanc blanc belle rose,0.821,0.528,0.967,128.477,-10.775,0.908,0.0553,0.0773,0.0328
Like or Like Like,0.752,0.533,0.838,96.077,-4.651,0.0345,3.78e-06,0.0971,0.0278
It's You,0.637,0.637,0.46,91.978,-9.255,0.26,0.219,0.124,0.0505
The Needle And The Spoon,0.53,0.614,0.638,115.329,-11.556,0.283,0.0281,0.53,0.0408
Now & Forever,0.575,0.515,0.0946,107.945,-7.325,0.132,0.0,0.102,0.0324
Fr Fr (feat. Lil Skies),0.916,0.493,0.327,140.057,-7.371,0.12,2.63e-06,0.211,0.162
Heisman,0.649,0.474,0.157,141.967,-8.067,0.322,0.0,0.115,0.0528
Tio Sam,0.536,0.871,0.837,177.812,-5.879,0.0246,3.63e-06,0.317,0.0604
I Won't Last A Day Without You,0.476,0.216,0.459,84.27,-13.118,0.78,0.0,0.103,0.0481
Chair Problem,0.554,0.684,0.531,104.993,-17.301,0.821,0.0,0.764,0.929
FDT,0.8,0.51,0.146,96.69,-7.201,0.172,0.0,0.259,0.497
Filthy Rich,0.695,0.692,0.404,92.028,-5.611,0.0696,1.86e-06,0.208,0.0246
Tu Mano,0.787,0.865,0.532,111.994,-5.934,0.191,0.0,0.109,0.118
Touch the Sky,0.587,0.972,0.218,149.984,-3.036,0.0118,0.0214,0.352,0.0855
Scuttle Buttin',0.343,0.725,0.864,79.853,-10.506,5.6e-05,0.731,0.0667,0.0334
Miss The Excitement,0.644,0.786,0.607,86.856,-8.153,0.777,0.0,0.689,0.928
Under Control,0.706,0.714,0.503,98.003,-6.134,0.327,0.0111,0.185,0.061
You Make Me,0.579,0.681,0.555,97.716,-6.381,0.478,2.67e-05,0.306,0.073
Rosemary,0.593,0.247,0.543,88.898,-20.253,0.873,0.396,0.105,0.0288
SUCCESSION OF WITCHES,0.509,0.275,0.0656,179.985,-12.674,0.845,0.14,0.155,0.0513
Mundo Artificial,0.693,0.878,0.795,119.22,-14.805,0.000125,0.13,0.076,0.0647
Waiting Here,0.656,0.545,0.395,124.948,-8.746,0.226,0.00401,0.231,0.0255
Tobe's Got a Drinking Problem,0.276,0.964,0.402,177.918,-3.474,0.0136,0.0,0.0696,0.0952
No Pierdas Tiempo,0.879,0.527,0.465,95.038,-11.337,0.242,0.0,0.617,0.267
L'Air De La Poupée - Extrait Des Contes D'Hoffmann,0.425,0.204,0.28,113.901,-18.526,0.952,0.000327,0.739,0.163
"That's On Me (feat. 2 Chainz, T.I., Rich The Kid, Jeezy, Boosie Badazz & Trapboy Freddy) - Remix",0.827,0.623,0.357,131.904,-6.199,0.0193,0.0,0.0589,0.35
Light Song,0.496,0.807,0.383,129.958,-4.523,0.000611,1.14e-05,0.148,0.0438
"5 Lieder, Op. 49: No. 4, Wiegenlied (Arr. A. Cortot)",0.456,0.00666,0.177,70.638,-28.207,0.995,0.892,0.103,0.037
Porque Aun Te Amo,0.569,0.7,0.251,123.984,-6.044,0.069,0.0,0.0992,0.032
29 de Mayo Ganan las Chivas (En Vivo),0.575,0.78,0.766,72.069,-2.786,0.819,0.0,0.908,0.78
True Love,0.561,0.368,0.237,101.978,-7.351,0.0763,1.99e-06,0.1,0.0338
Thunderstorms,0.7,0.42,0.314,134.07,-6.791,0.0296,1.54e-05,0.112,0.0312
ずっと2人で…,0.379,0.708,0.235,79.409,-4.094,0.118,0.0,0.154,0.0288
Safety Gates,0.701,0.181,0.701,136.355,-19.917,0.976,0.0,0.0987,0.75
Just A Little Lovin',0.433,0.41,0.465,115.25,-13.084,0.774,3.45e-06,0.11,0.0519
Eazy,0.555,0.604,0.536,84.362,-6.552,0.0786,0.0,0.103,0.295
'Till I Collapse,0.572,0.853,0.102,171.297,-3.203,0.0757,0.0,0.0798,0.217
Dressed In Black,0.448,0.769,0.319,86.982,-4.107,0.0281,3.03e-06,0.303,0.0403
On the Road,0.623,0.397,0.313,111.939,-8.963,0.0403,0.458,0.0832,0.0732
We Do Us,0.596,0.873,0.78,148.084,-6.604,0.0018,2.11e-06,0.389,0.034
Cortigiani (Rigoletto),0.248,0.242,0.128,82.568,-15.828,0.993,0.105,0.132,0.0449
95,0.663,0.553,0.344,128.988,-6.451,0.688,0.0,0.176,0.028
for him.,0.726,0.618,0.923,161.962,-4.843,0.0595,4.43e-05,0.151,0.123
Your Love,0.861,0.463,0.261,116.038,-9.22,0.277,0.00332,0.0599,0.118
Our Time,0.296,0.991,0.568,143.813,-2.86,0.00529,0.000396,0.32,0.193
"Rodney's Wife & Kids, Marriage, Vacations - Live",0.581,0.66,0.294,133.092,-13.641,0.864,0.0,0.753,0.937
"La clemenza di Tito, K. 621, Act II: Torna di Tito a lato",0.298,0.0526,0.217,85.018,-27.488,0.969,0.0,0.551,0.0557
Blasting Zone,0.525,0.513,0.536,174.259,-14.171,0.819,0.0,0.821,0.934
Hello Africa,0.709,0.722,0.947,166.71,-5.185,0.0176,0.0,0.0442,0.0357
Jump!!,0.51,0.982,0.696,157.037,-3.076,0.0383,0.000297,0.329,0.0858
Me Hizo La Calle (feat. Gotay),0.772,0.808,0.724,80.015,-3.076,0.0524,0.0,0.323,0.179
Higher,0.596,0.683,0.0931,100.955,-6.032,0.153,0.18,0.149,0.0605
Cali Love,0.756,0.556,0.624,165.0,-8.309,0.0854,1.14e-06,0.113,0.168
A Hundred And Sixty Acres,0.809,0.577,0.829,121.05,-7.749,0.878,0.0,0.392,0.0423
"Rigoletto, Act 1: ""Gualtier Maldè...Caro nome""",0.315,0.0251,0.0397,95.001,-23.574,0.977,0.000166,0.0934,0.0531
Sonata for Violin and Piano in A Major: Allegretto ben moderato,0.156,0.0392,0.0339,59.726,-24.076,0.977,0.0195,0.137,0.0539
Big Sis,0.825,0.482,0.338,99.991,-8.29,0.876,0.209,0.101,0.0378
Open Over Us (Live),0.225,0.501,0.111,143.912,-8.296,0.112,0.0,0.0685,0.0341
Main Title - Taxi Driver,0.252,0.238,0.188,80.177,-18.788,0.875,0.754,0.141,0.0426
Sex Jokes,0.549,0.569,0.506,81.973,-13.451,0.848,0.0,0.977,0.946
Trap (feat. Maluma),0.774,0.504,0.323,132.009,-6.843,0.556,0.0,0.128,0.0552
Lo Que Sangra (La Cúpula) Versión Remix - Remasterizado 2007,0.654,0.842,0.798,101.018,-9.342,0.0204,0.207,0.211,0.0586
It's A Shame About Ray - Remastered,0.645,0.792,0.705,131.388,-8.671,0.00164,0.000126,0.0799,0.0304
Sing a Song of Song,0.406,0.611,0.541,108.442,-10.415,0.31,0.419,0.176,0.0323
Nature Boy,0.518,0.0478,0.281,98.342,-24.344,0.911,0.000741,0.113,0.0404
Bamboleo,0.671,0.884,0.933,119.574,-9.267,0.414,0.00015,0.0701,0.0586
La Bamba - featuring Los Lonely Boys,0.602,0.905,0.732,153.992,-5.908,0.0887,0.0,0.367,0.269
Crash into Me,0.541,0.677,0.555,101.1,-10.764,0.122,0.0191,0.0938,0.0373
I'll Be Here in the Morning,0.558,0.17,0.635,76.835,-18.882,0.887,0.037,0.113,0.0331
Drowning (Face Down),0.384,0.871,0.321,159.938,-4.034,0.00991,1.55e-06,0.349,0.0401
Ice Cold (MIME Remix),0.655,0.749,0.146,126.009,-8.171,0.548,0.517,0.372,0.0449
Shut Up!,0.507,0.959,0.436,165.136,-4.763,0.00104,0.0,0.147,0.118
Smithsonian,0.476,0.829,0.785,169.57,-2.956,0.151,3.62e-06,0.234,0.0325
Code Blue,0.631,0.559,0.167,126.908,-7.041,0.0496,4.69e-05,0.282,0.0302
Pieces,0.551,0.289,0.432,108.098,-9.83,0.92,0.00011,0.124,0.0268
Hey You,0.49,0.581,0.935,118.326,-13.522,0.0179,0.047,0.116,0.0296
Five Sunflowers in A Vase,0.1,0.208,0.128,88.452,-17.101,0.933,0.948,0.146,0.038
Corazón Muerto,0.494,0.634,0.279,156.087,-9.285,0.495,0.0,0.084,0.167
The Great Pixley Train Robbery,0.577,0.643,0.789,97.23,-8.544,0.164,0.00258,0.129,0.0239
Amor Genuino,0.632,0.843,0.901,89.677,-6.888,0.172,3.2e-05,0.0712,0.142
"Macbeth, Act I: Di destarlo per tempo il Re m'impose (Live)",0.261,0.318,0.0889,97.761,-15.52,0.966,7.2e-06,0.673,0.0718
No Chains On Me,0.62,0.956,0.873,128.022,-2.825,0.00409,2.31e-05,0.402,0.0749
He Knows My Name,0.5,0.836,0.41,90.011,-6.165,0.00107,4.03e-05,0.197,0.0454
Chapel Hill,0.637,0.229,0.754,81.168,-18.408,0.994,0.00898,0.588,0.941
Show Me,0.633,0.444,0.237,94.086,-9.05,0.76,6.41e-05,0.137,0.0255
Cold as Stone - Lipless Remix,0.619,0.663,0.142,123.93,-6.937,0.237,0.0,0.111,0.0366
God Love Her,0.548,0.91,0.462,125.023,-4.0,0.114,2.9e-05,0.0673,0.0539
Jekyll and Hyde,0.543,0.965,0.715,155.019,-4.038,0.000613,9.97e-06,0.0883,0.0963
Alcoholic,0.471,0.696,0.617,99.858,-6.568,0.0838,5.74e-05,0.279,0.0767
30 Days In The Hole,0.606,0.491,0.825,119.582,-16.504,0.182,8.6e-06,0.165,0.12
"La bohème / Act 3: ""Musetta! O gioia della mia dimora! - Testa adorata"" - Remastered",0.263,0.185,0.115,86.981,-15.215,0.924,1.79e-05,0.11,0.0361
Get Down,0.404,0.99,0.0786,127.842,-2.83,0.00983,0.000254,0.282,0.125
Goodbe to My Haters,0.596,0.818,0.686,101.011,-4.345,0.0152,0.0,0.293,0.142
Bandana (feat. Assassin),0.49,0.903,0.631,88.551,-7.657,0.0443,0.000172,0.139,0.304
20 Years,0.649,0.827,0.76,94.992,-4.844,0.117,9.97e-05,0.351,0.0513
Carnival Fever,0.809,0.688,0.732,110.013,-5.78,0.0637,0.793,0.0773,0.0554
Still Breathing,0.54,0.902,0.692,75.033,-3.577,0.0142,0.0,0.0756,0.0442
Sacrifices,0.77,0.565,0.394,141.999,-7.641,0.284,0.0,0.257,0.272
XO Tour Llif3,0.672,0.755,0.51,77.549,-4.666,0.014,0.826,0.164,0.187
Battlin' Jack Murdock,0.271,0.285,0.0394,141.818,-18.755,0.375,0.903,0.0934,0.0523
Live For Life (Vivre Pour Vivre),0.53,0.319,0.236,90.457,-14.787,0.693,0.0271,0.131,0.0271
Gulp,0.515,0.499,0.396,97.115,-14.281,0.924,0.0,0.598,0.938
Demons Enjoy,0.531,0.437,0.25,88.395,-5.308,0.716,5.91e-06,0.0931,0.0253
Hell Raisin' Heat Of The Summer,0.527,0.907,0.436,132.985,-3.876,0.00525,0.00241,0.237,0.0333
Age Of Man,0.46,0.601,0.247,136.912,-5.486,0.0377,0.715,0.0954,0.0304
"Mozart: Piano Concerto No. 23 in A Major, K. 488: II. Adagio",0.204,0.0167,0.0445,96.197,-28.757,0.989,0.886,0.108,0.038
"Rain Drops (Demo Recording) - From ""Bambi""/Soundtrack Version",0.763,0.184,0.889,108.009,-21.084,0.974,0.00103,0.36,0.573
You Are Good,0.525,0.817,0.473,127.822,-6.165,0.00142,0.0,0.448,0.089
Nadie La Dejo,0.754,0.773,0.956,172.009,-7.008,0.587,0.000124,0.399,0.104
Don't Speak,0.515,0.705,0.532,76.078,-7.055,0.224,1.33e-05,0.17,0.0333
Purple People Eater,0.747,0.596,0.927,159.775,-5.023,0.658,0.0,0.0707,0.0461
Too Close to the Sun,0.398,0.624,0.341,165.241,-8.254,0.0542,0.0,0.0442,0.301
Turn up the Night,0.739,0.781,0.164,93.981,-4.584,0.0482,0.0,0.156,0.0449
Hockey (Jfl 2015),0.682,0.887,0.375,100.519,-5.905,0.782,0.0,0.971,0.867
It's Not Just Me,0.474,0.652,0.562,178.192,-4.109,0.167,0.0,0.125,0.0291
The Pope,0.597,0.891,0.289,76.503,-8.017,0.764,0.0,0.682,0.938
Loving Cup,0.188,0.939,0.521,163.556,-4.398,0.176,6.06e-05,0.902,0.0747
No Field Was Formed,0.201,0.272,0.0373,79.519,-19.31,0.842,0.744,0.108,0.0517
Place We Were Made,0.36,0.348,0.307,180.053,-9.107,0.809,0.0,0.172,0.0392
Fear Less - Hraach Remix,0.796,0.627,0.288,120.004,-9.959,0.0248,0.856,0.244,0.0371
Orden de Cateo,0.701,0.818,0.819,81.777,-2.805,0.0502,3.62e-06,0.31,0.0878
Magazine,0.883,0.897,0.258,119.999,-1.02,0.229,0.0011,0.11,0.108
Funny Thing About Child Porn,0.456,0.688,0.235,146.373,-8.719,0.769,0.0,0.66,0.906
Forever Changeless,0.468,0.0136,0.231,71.142,-31.335,0.979,0.951,0.183,0.0317
Mixtape Volume 1,0.491,0.694,0.671,95.015,-10.875,0.156,0.0,0.207,0.155
"Piano Trio in G, K.496: 1. Allegro",0.403,0.092,0.396,130.786,-24.312,0.973,0.595,0.194,0.0382
honestly,0.563,0.558,0.345,134.858,-5.198,0.466,1.53e-06,0.122,0.0807
Bartender's Blues,0.572,0.267,0.321,86.203,-13.272,0.863,0.00172,0.105,0.0299
Champagne,0.66,0.622,0.629,174.15,-8.605,0.358,2.47e-06,0.0998,0.0646
Hard Workin' Man,0.692,0.77,0.731,151.51,-9.361,0.333,1.17e-06,0.0552,0.0369
I Believe,0.456,0.552,0.442,101.598,-4.815,0.729,0.0,0.204,0.0321
I Think You're Alright,0.557,0.475,0.417,140.129,-7.971,0.00249,0.178,0.629,0.0279
"Verdi: Messa da Requiem: II. Sequence, 10. Lacrymosa (Mezzo-soprano, Bass, Soprano, Tenor, Chorus)",0.113,0.109,0.0367,171.675,-25.42,0.969,0.00342,0.0846,0.0549
"Violin Concerto No. 4 in D Major, K. 218: II. Andante cantabile",0.245,0.0481,0.181,102.08,-25.418,0.97,0.136,0.108,0.0474
Taking Care Of Myself,0.653,0.877,0.528,110.28,-6.327,0.751,0.0,0.664,0.9
I’ll Be Your Man (Song For A Daughter),0.56,0.486,0.436,119.682,-7.871,0.545,1.35e-06,0.0589,0.0361
Golden Embers,0.651,0.168,0.324,119.028,-16.335,0.867,0.00426,0.113,0.0315
Farther And Fainter,0.782,0.566,0.83,126.994,-11.133,0.0113,0.907,0.11,0.0546
Chains,0.668,0.745,0.27,116.997,-6.55,0.0134,0.00401,0.129,0.0273
"So Close, So Far",0.434,0.00385,0.287,112.057,-20.901,0.996,0.76,0.112,0.054
I Never Loved a Man (The Way I Love You) - Stereo,0.711,0.303,0.663,135.172,-9.655,0.419,0.0158,0.125,0.0419
D.A.N.C.E - Live Version,0.24,0.893,0.0741,106.512,-5.088,0.506,0.919,0.404,0.0737
Clean,0.39,0.681,0.373,193.778,-6.4,0.00119,9.13e-05,0.0677,0.151
"We Found Each Other In The Dark - Live In Charlottetown, PEI April 30th, 2017",0.384,0.184,0.208,75.95,-13.919,0.923,2.96e-05,0.706,0.0446
Wagon Wheel,0.529,0.663,0.592,148.102,-7.138,0.456,0.0,0.142,0.0306
Diez de la Noche,0.761,0.513,0.93,84.997,-9.818,0.374,0.0,0.154,0.0776
• RIGHT NOW,0.906,0.672,0.734,123.02,-5.828,0.0304,0.000926,0.105,0.0505
Fate (with Young Thug & Swae Lee),0.7,0.735,0.349,124.058,-2.356,0.00907,0.0,0.764,0.0576
Night Call (feat. Lil Yachty & Migos),0.848,0.698,0.233,130.036,-4.513,0.326,0.0,0.0715,0.0554
Sidestep,0.663,0.697,0.873,180.035,-5.503,0.272,0.00886,0.153,0.0508
Cats Eyes,0.763,0.222,0.211,88.436,-13.618,0.866,0.876,0.112,0.0621
Ayer (remix) [feat. Anuel Aa & Farruko],0.815,0.593,0.725,92.006,-5.319,0.139,0.0,0.105,0.118
"Marble Slab Creamery, Literate Athlete",0.605,0.668,0.672,83.309,-5.761,0.869,0.0,0.916,0.539
Cassiopeia - Pt. 2,0.0718,0.0299,0.0315,77.612,-34.985,0.892,0.87,0.111,0.0408
Love Letter,0.51,0.661,0.44,91.932,-5.118,0.731,0.0,0.0999,0.0387
Bad Party,0.436,0.927,0.179,92.397,-6.859,0.00547,0.0,0.222,0.136
Star Kiss,0.157,0.0153,0.0968,60.445,-27.251,0.976,0.949,0.109,0.0408
Not Today - Live,0.52,0.921,0.416,94.966,-4.613,0.0221,0.0,0.797,0.0688
Thrift Shop (feat. Wanz),0.781,0.526,0.662,94.992,-6.985,0.0619,0.0,0.0457,0.293
Cool Girl,0.589,0.682,0.475,92.996,-6.643,0.495,6.8e-06,0.278,0.0579
Closer,0.419,0.931,0.308,180.087,-2.771,0.00335,0.0,0.0383,0.0786
Aboard,0.636,0.79,0.605,93.019,-3.513,0.0798,0.0,0.0863,0.0276
Choke,0.367,0.69,0.607,96.422,-7.67,0.000183,3.93e-06,0.0999,0.0362
Running Back (feat. Lil Wayne),0.587,0.671,0.1,127.133,-4.48,0.0823,0.0,0.161,0.144
Daylight,0.581,0.371,0.163,128.75,-9.585,0.912,0.00784,0.108,0.028
Dark Clouds (feat. Jess Glynne & Chronixx),0.635,0.801,0.421,169.981,-3.366,0.0163,0.0,0.148,0.0593
Ruby Red,0.568,0.515,0.26,126.819,-9.212,0.507,0.0,0.0997,0.474
I Had It All,0.687,0.338,0.522,127.404,-10.662,0.889,0.00924,0.112,0.0308
Can't Hardly Wait,0.596,0.869,0.924,134.011,-6.526,0.0138,0.000616,0.072,0.0302
O Praise The Name (Anástasis) - Radio Edit,0.376,0.555,0.159,144.868,-5.151,0.0794,0.0,0.12,0.0316
HARD LOVE,0.387,0.843,0.378,168.149,-4.221,0.0231,0.0,0.503,0.0539
The Overload,0.446,0.354,0.258,82.853,-8.205,0.787,0.0002,0.0755,0.0647
Its Rainy,0.606,0.644,0.743,93.928,-8.661,0.628,0.862,0.133,0.0305
Pepsi/Coke Suicide,0.39,0.419,0.318,79.807,-9.049,0.742,0.937,0.143,0.0302
I'm A King Bee,0.693,0.454,0.914,112.214,-10.275,0.417,0.000315,0.156,0.03
Better Get To Livin',0.635,0.484,0.823,101.028,-16.487,0.13,0.0,0.269,0.0295
This Is Home,0.81,0.266,0.212,130.041,-12.478,0.56,1.05e-06,0.0962,0.0407
Ocean (feat. Khalid),0.506,0.693,0.221,139.912,-7.265,0.584,9.58e-05,0.0891,0.0412
Wild Irish Roses,0.632,0.305,0.679,86.864,-11.258,0.573,2.06e-05,0.3,0.55
Realist In It (feat. Gucci Mane & Offset),0.932,0.658,0.695,109.973,-7.708,0.207,0.0,0.118,0.353
E,0.657,0.736,0.378,113.96,-7.73,0.0817,0.0,0.302,0.0766
Bad 'N' Ruin,0.483,0.79,0.848,103.609,-7.932,0.149,0.00222,0.235,0.0311
Wore Out The Soles Of My Party Boots,0.444,0.884,0.832,164.739,-2.886,0.00123,0.00147,0.0341,0.0558
Coffee In The Pot,0.672,0.581,0.964,93.557,-9.891,0.739,0.893,0.0963,0.285
The Numbers Game,0.764,0.87,0.597,103.989,-5.505,0.0856,0.944,0.101,0.0544
Wi Ing Wi Ing 위잉위잉,0.7,0.697,0.293,124.825,-5.356,0.262,0.0,0.107,0.0525
Way To Go,0.59,0.867,0.617,122.582,-3.82,0.029,5.77e-06,0.0654,0.0674
I Could Not Plan This,0.528,0.822,0.202,108.78,-5.759,0.727,0.0,0.0931,0.452
Hit The Ceiling,0.557,0.661,0.514,92.994,-7.505,0.346,0.00137,0.0652,0.0659
Say What's Real,0.462,0.773,0.455,86.157,-5.375,0.632,0.0,0.212,0.288
Plead The Fifth,0.509,0.839,0.528,167.894,-4.177,0.00295,1.05e-06,0.105,0.0539
23,0.863,0.605,0.327,140.031,-5.231,0.000366,3.71e-06,0.132,0.0572
Xibalba (feat. Kronos Quartet),0.0919,0.123,0.0432,86.646,-23.173,0.989,0.95,0.0943,0.0376
Money,0.502,0.466,0.742,82.393,-7.357,0.757,0.0,0.127,0.369
This Feeling,0.575,0.571,0.449,105.049,-7.906,0.0558,0.0,0.0912,0.0439
Nou ké la,0.355,0.235,0.268,89.991,-10.551,0.979,0.0,0.144,0.0471
My Generation,0.299,0.787,0.716,94.798,-7.93,0.14,0.0,0.292,0.069
Caliente,0.809,0.818,0.858,108.19,-9.159,0.00451,0.00717,0.081,0.108
Love Don't Change,0.539,0.424,0.17,118.071,-9.361,0.317,0.0,0.108,0.0406
Naked - Acoustic Version,0.514,0.343,0.212,102.013,-8.531,0.182,0.0,0.205,0.0263
Just Got Started Lovin' You,0.705,0.606,0.876,98.001,-7.047,0.159,0.00149,0.242,0.0243
After We Fuck,0.472,0.579,0.241,112.515,-7.003,0.288,0.0,0.188,0.181
Tell Me,0.586,0.724,0.729,94.897,-5.009,0.213,0.0,0.355,0.176
Riverside,0.76,0.561,0.689,84.673,-8.116,0.132,0.0,0.111,0.174
Is He Worthy? - Acoustic,0.457,0.34,0.187,144.737,-6.867,0.818,0.0,0.147,0.0295
Laughin' or Crying,0.437,0.419,0.571,94.339,-8.609,0.143,0.0,0.124,0.0621
Come And Get It,0.563,0.874,0.735,134.06,-5.417,0.00019,0.012,0.19,0.0328
Shoot the Moon (feat. Bb Swing),0.727,0.701,0.444,119.928,-5.929,0.00363,0.0,0.207,0.0417
お昼休み的な曲,0.507,0.415,0.292,90.026,-8.574,0.597,0.801,0.194,0.0242
I Don't Care How Many Push-Ups You Can Do,0.668,0.303,0.417,79.038,-15.836,0.976,0.0,0.457,0.944
Me Quiere o No Me Quiere,0.835,0.642,0.937,114.972,-11.852,0.108,0.0,0.0555,0.111
