track_name,danceability,energy,valence,tempo,loudness,acousticness,instrumentalness,liveness,speechiness
Free at Last,0.311,0.984,0.351,179.175,-1.434,2.3e-05,0.0296,0.0836,0.142
Danza Rota - Me Verás Volver Gira 2007,0.584,0.969,0.563,126.002,-2.42,0.0125,0.00305,0.979,0.0499
Celebrate,0.416,0.924,0.556,185.265,-6.183,0.00249,0.0,0.285,0.0686
La Fe de Tus Padres,0.422,0.172,0.279,106.063,-16.52,0.813,2.07e-05,0.109,0.0285
Orpheus,0.432,0.486,0.401,159.689,-10.517,0.505,9.97e-05,0.13,0.0364
Lonely,0.769,0.577,0.287,125.034,-6.228,0.368,4.44e-05,0.124,0.0327
Numbers,0.314,0.962,0.888,171.365,-3.283,0.0398,0.0,0.597,0.149
El Baleado,0.656,0.767,0.966,153.729,-1.518,0.299,8.24e-06,0.157,0.102
I Want a Little Sugar In My Bowl,0.626,0.312,0.298,98.708,-9.246,0.895,2.94e-06,0.181,0.0332
Blurry,0.44,0.929,0.495,157.49,-4.494,0.01,0.0,0.142,0.0525
Slow Jamz,0.569,0.744,0.59,145.063,-5.757,0.369,0.0,0.256,0.181
Alejandro,0.632,0.789,0.35,98.986,-6.61,0.00043,0.00144,0.356,0.0557
Feel It In The Air,0.369,0.586,0.477,177.555,-11.939,0.155,0.0,0.223,0.243
Ariel's Christmas Under the Sea,0.553,0.583,0.689,86.998,-8.563,0.866,0.0,0.0754,0.873
Sorry Not Sorry,0.664,0.608,0.262,97.933,-6.093,0.0477,0.0,0.225,0.214
To Be Loved,0.454,0.347,0.332,179.491,-9.272,0.822,8.38e-05,0.113,0.29
The Deposition from the Cross,0.588,0.0239,0.209,83.63,-32.075,0.493,0.0,0.116,0.475
Someone You Loved,0.501,0.405,0.446,109.891,-5.679,0.751,0.0,0.105,0.0319
In Christ Alone,0.572,0.526,0.359,134.061,-8.123,0.166,0.0322,0.101,0.0254
"You, Dear",0.713,0.476,0.418,71.021,-7.782,0.763,0.0,0.395,0.314
It's Too Late,0.715,0.548,0.539,106.015,-7.001,0.307,0.0456,0.092,0.0248
My Kids' School,0.623,0.83,0.404,81.314,-6.56,0.876,0.0,0.689,0.948
Righteous - Instrumental,0.415,0.827,0.887,89.836,-11.639,0.0786,0.119,0.0744,0.0567
Steal My Girl,0.536,0.768,0.545,77.217,-5.948,0.00433,0.0,0.114,0.0347
Summertearz,0.868,0.68,0.282,111.964,-7.487,0.137,0.208,0.146,0.0741
Yours,0.472,0.543,0.302,127.199,-8.22,0.141,0.000833,0.186,0.0365
I Don't Sell Dope,0.836,0.715,0.661,125.969,-5.733,0.132,1.13e-05,0.0827,0.336
Room Full of Mirrors,0.418,0.741,0.514,132.065,-12.746,0.0204,0.0319,0.261,0.0864
Ragas in Minor Scale,0.613,0.234,0.431,150.627,-17.89,0.78,0.298,0.0633,0.0396
Amarilli mia bella,0.239,0.0298,0.0481,81.616,-26.163,0.994,0.00466,0.0973,0.0471
Sibylla,0.209,0.0269,0.0787,64.262,-31.363,0.954,0.396,0.249,0.0425
Heaven On Earth (feat. Chris Brown),0.679,0.649,0.567,115.029,-6.301,0.437,0.0,0.162,0.375
Last Squall,0.611,0.791,0.538,115.92,-5.083,0.384,5.99e-06,0.334,0.0325
New York Tendaberry,0.204,0.279,0.0762,82.27,-11.786,0.966,0.082,0.0984,0.0323
De Praestigiis Daemonum,0.401,0.948,0.0734,120.023,-5.452,2.99e-06,0.907,0.351,0.0953
Greek God,0.572,0.82,0.144,139.003,-6.4,0.157,7.21e-06,0.109,0.0764
Swallowed,0.242,0.533,0.119,179.479,-6.13,0.00161,0.000123,0.308,0.0352
Freebase,0.584,0.4,0.155,124.738,-15.958,0.615,0.0,0.517,0.92
San San Rock,0.855,0.541,0.962,153.993,-9.579,0.459,0.942,0.267,0.0783
La Raza,0.801,0.529,0.721,106.965,-14.875,0.0406,0.000609,0.0936,0.0962
Casi Perfecto,0.689,0.803,0.457,167.966,-5.65,0.236,4.38e-05,0.133,0.0369
I Think It's Going to Rain Today,0.267,0.0717,0.135,170.397,-16.981,0.979,0.000102,0.104,0.0418
The 59th Street Bridge Song,0.467,0.431,0.577,75.74,-13.274,0.564,7.7e-06,0.0727,0.0439
"Rainbow in the Dark - feat. Jason Christopher, Christian Martucci, Roy Mayorga, Satchel",0.53,0.975,0.643,119.966,-3.914,0.000966,0.00022,0.188,0.0786
Do You Think About Me,0.64,0.506,0.158,139.818,-7.39,0.0271,1.39e-05,0.112,0.0476
Violin Concerto In D Opus 35: II Canzonetta - Andante,0.176,0.0287,0.0378,63.335,-28.182,0.983,0.472,0.0637,0.049
Beacon Hill,0.512,0.0918,0.2,111.334,-16.852,0.914,0.000391,0.11,0.0456
Berceuse [Drume Negrito],0.379,0.0908,0.292,95.819,-21.047,0.99,0.943,0.108,0.0435
When A Man Loves A Woman,0.516,0.15,0.206,97.398,-20.41,0.13,0.0755,0.122,0.0272
Dream 19 (pulse) - Pt. 5,0.188,0.036,0.0332,77.124,-29.227,0.622,0.782,0.112,0.0447
Fist City,0.657,0.558,0.906,77.849,-8.736,0.711,0.0,0.334,0.0413
"Macbeth, Act I: Il pugnal là riportate",0.468,0.199,0.402,136.404,-18.423,0.974,1.46e-06,0.318,0.149
Exactly Like You,0.6,0.298,0.665,116.486,-14.88,0.62,1.55e-05,0.0633,0.0459
Trust,0.391,0.629,0.546,141.342,-4.687,0.258,0.0,0.0626,0.0442
Man Down,0.477,0.905,0.559,155.856,-3.924,0.0428,0.0,0.0513,0.208
Wilt Chamberlin (feat. Jeremih),0.758,0.702,0.636,84.011,-4.836,0.291,0.0,0.223,0.109
Baby We've Got A Date (Rock It Baby) - Jamaican Version,0.802,0.562,0.783,137.684,-6.095,0.225,0.0,0.0686,0.202
Hotel California - Live Version,0.411,0.855,0.547,150.933,-6.658,0.0136,0.0374,0.988,0.0565
"Mazurkas, Op. 41: No. 4 in A-Flat Major",0.34,0.0788,0.355,76.211,-28.529,0.995,0.89,0.157,0.0688
Due West,0.304,0.635,0.156,78.785,-7.261,0.46,0.0,0.206,0.0793
Oblivious,0.503,0.857,0.301,124.998,-5.639,0.152,1.41e-06,0.666,0.0601
Repórtate,0.758,0.687,0.724,95.013,-3.572,0.0305,0.0,0.196,0.307
Familia Es Familia,0.737,0.863,0.641,91.808,-4.591,0.253,0.0,0.0607,0.323
La vérité sur la vérité,0.45,0.174,0.0573,110.949,-14.49,0.941,0.000149,0.108,0.0447
Midnight (with Tessa Thompson & Gunna ),0.796,0.603,0.431,99.989,-6.838,0.395,0.00166,0.105,0.0502
Information,0.623,0.743,0.213,83.999,-9.819,0.772,0.0,0.693,0.941
Under Control,0.706,0.714,0.503,98.003,-6.134,0.327,0.0111,0.185,0.061
"Falstaff, Act I Scene 2: ""Torno all'assalto""",0.285,0.0731,0.18,67.775,-25.682,0.958,0.000448,0.265,0.0752
Runnin' out of Air,0.631,0.823,0.624,104.993,-4.65,0.0582,0.0,0.0853,0.0263
Cantaloupe Island,0.616,0.395,0.615,117.997,-16.249,0.754,0.00223,0.0789,0.0307
"Humperdinck : Hänsel und Gretel : Act 3 ""Knusper, knusper, knäuschen"" [The Nibblewitch, Gretel, Hänsel]",0.39,0.132,0.108,78.911,-20.429,0.952,0.00857,0.583,0.0698
Superbowl Redux,0.559,0.931,0.112,80.478,-8.859,0.834,0.0,0.423,0.932
Brooklyn Zoo,0.704,0.701,0.618,92.032,-8.031,0.549,0.0,0.664,0.46
We Got The Power,0.743,0.89,0.715,127.008,-3.248,0.00915,0.0,0.31,0.0419
Floating (feat. Hope Tala),0.638,0.361,0.256,86.037,-12.433,0.833,0.263,0.0695,0.0646
Plain Jane,0.797,0.844,0.52,170.142,-5.482,0.0651,0.0,0.087,0.275
I'm Movin' On,0.414,0.313,0.267,129.748,-5.293,0.892,0.0,0.0949,0.0313
A Buscar Tu Amor,0.603,0.882,0.61,179.959,-5.222,0.384,0.0,0.123,0.136
Redbone,0.641,0.534,0.391,95.079,-6.815,0.453,0.0766,0.0969,0.072
That’s When You Know,0.528,0.805,0.652,147.974,-7.254,0.0668,0.0,0.112,0.0452
Burning House,0.728,0.253,0.457,140.923,-8.427,0.887,1.11e-05,0.133,0.0304
Sweet Lady,0.588,0.522,0.584,66.024,-6.254,0.233,0.0,0.24,0.0383
Music Of The Day (Studio Version),0.502,0.536,0.45,144.83,-9.364,0.214,0.0,0.0493,0.0333
When You Loved Me Least,0.452,0.4,0.0958,137.238,-8.741,0.463,1.73e-05,0.101,0.169
Exits - Edit,0.498,0.845,0.751,188.01,-3.057,0.0628,1.98e-05,0.251,0.0352
Charge!,0.29,0.375,0.163,82.8,-13.365,0.382,0.913,0.125,0.045
D.G.I.F.U.,0.787,0.556,0.49,138.066,-8.557,0.00357,0.0,0.161,0.252
City On Our Knees,0.507,0.77,0.482,155.945,-5.018,0.0809,0.0,0.214,0.0424
STAR BEAT!〜ホシノコドウ〜,0.506,0.953,0.414,97.486,-2.148,0.0165,0.0,0.138,0.0594
Low,0.739,0.775,0.755,135.0,-5.215,0.0812,0.000281,0.237,0.0902
"Requiem In D Minor, K.626: 3. Sequentia: Tuba mirum",0.264,0.0968,0.087,65.919,-24.739,0.991,0.000841,0.149,0.0525
Nine Point Eight -special edit-,0.32,0.441,0.32,183.839,-7.374,0.169,0.0,0.0767,0.0288
Rock-A-Bye Baby,0.55,0.113,0.463,120.157,-15.006,0.934,3.71e-05,0.0911,0.0403
Where You Are,0.508,0.226,0.357,78.367,-14.443,0.967,0.0752,0.158,0.0327
The Devil's Tears,0.655,0.312,0.183,80.028,-12.951,0.511,0.00116,0.0964,0.0267
Savages,0.359,0.396,0.2,142.681,-13.091,0.891,0.00456,0.131,0.0644
Touch,0.607,0.718,0.551,101.821,-4.095,0.032,0.0,0.403,0.0978
Kalachnikov Love,0.841,0.561,0.922,126.712,-8.271,0.0218,0.00765,0.0761,0.0589
星を辿れば,0.632,0.816,0.498,130.976,-5.715,0.0612,0.00048,0.198,0.0478
Want U Back,0.703,0.625,0.323,122.952,-7.665,0.621,1.32e-06,0.22,0.0488
"Rinaldo, HWV 7a, Act III (Ed. G. Sechi): Mori svenata [Live]",0.545,0.116,0.196,68.774,-18.198,0.973,0.0,0.58,0.42
"Symphony No. 3 in F Major, Op. 90: I. Allegro con brio - Un poco sostenuto (Live)",0.249,0.106,0.114,129.849,-18.357,0.929,0.587,0.0698,0.0369
I Won't,0.527,0.0752,0.0,90.735,-18.658,0.993,0.837,0.138,0.163
Power Trip,0.667,0.61,0.465,99.991,-7.054,0.322,0.000203,0.426,0.217
UMI Says,0.72,0.67,0.566,121.342,-10.224,0.305,0.0,0.0928,0.132
Terra da Saudade,0.847,0.528,0.635,94.98,-9.102,0.425,0.0025,0.0953,0.118
"L'elisir d'amore / Act 2: ""Prendi; per me sei libero""",0.387,0.157,0.0707,113.215,-15.977,0.981,0.00056,0.0904,0.068
Master,0.594,0.509,0.502,80.476,-8.138,0.269,0.0,0.0782,0.0791
Semi-Charmed Life,0.64,0.864,0.7,102.026,-6.576,0.00832,0.0,0.123,0.0315
Still,0.448,0.879,0.228,174.978,-4.187,0.0519,1.16e-06,0.188,0.064
キャメルバックの街,0.641,0.758,0.676,133.966,-4.928,0.0725,3.2e-05,0.139,0.0347
Greater Than Your Love,0.526,0.714,0.0688,103.011,-6.089,0.000392,0.0,0.696,0.0282
Through and Through - Remix,0.823,0.49,0.612,94.991,-9.612,0.412,0.0,0.103,0.105
Please Take Me,0.564,0.4,0.396,152.781,-8.657,0.0249,2.11e-06,0.0611,0.0285
The Very Thought of You,0.398,0.0799,0.23,84.861,-15.92,0.907,1.45e-05,0.118,0.0375
End of Line - Remixed by Photek,0.584,0.801,0.468,98.019,-4.526,0.00147,0.00182,0.197,0.0438
The Princess Appears,0.185,0.0599,0.0393,77.707,-27.514,0.956,0.872,0.125,0.0428
Us,0.564,0.472,0.306,69.942,-4.167,0.172,1.12e-06,0.108,0.0369
Dirty Daniel,0.493,0.962,0.848,182.036,-3.033,0.0125,2.87e-06,0.446,0.055
"A Pussy, That's Me.",0.547,0.871,0.352,86.444,-5.308,0.704,0.0,0.944,0.896
Blacks - GH Version,0.53,0.848,0.196,62.952,-11.276,0.82,0.0,0.723,0.953
The Clock,0.572,0.68,0.723,134.074,-9.927,0.203,0.498,0.137,0.0354
Kite - Bonus Track,0.294,0.12,0.163,138.224,-15.994,0.983,0.782,0.127,0.0335
"Rigoletto / Act 3: ""Un dì, se ben rammentomi""",0.359,0.247,0.464,141.414,-18.354,0.972,8.93e-05,0.261,0.0548
I Don't Do Drugs,0.568,0.974,0.374,85.712,-2.754,0.913,0.0,0.64,0.805
Main Title / Cinderella,0.236,0.313,0.126,81.795,-13.115,0.961,0.0324,0.329,0.0316
The Bremen Town Musicians Band,0.645,0.488,0.854,133.454,-7.162,0.553,1.67e-06,0.31,0.0304
Blinds,0.817,0.45,0.769,90.104,-5.557,0.0463,0.0,0.0774,0.21
"Act 1: Prologue - From ""Rivers of Light""",0.25,0.217,0.328,179.567,-16.894,0.268,0.0,0.581,0.0452
Face Down in the Cutlass,0.482,0.289,0.334,159.897,-16.17,0.534,0.243,0.127,0.0291
Camelot: Then You May Take Me to the Fair,0.575,0.285,0.624,143.423,-15.361,0.918,0.0,0.24,0.262
Scarified,0.279,0.885,0.0392,142.933,-14.431,0.0143,0.947,0.0884,0.0746
Ralphie,0.442,0.823,0.378,144.256,-4.597,0.0322,2.43e-06,0.224,0.0488
La Curiosidad,0.614,0.785,0.624,168.034,-5.803,0.122,0.000971,0.0729,0.0499
"Londonderry Air, ""Farewell to Cucullain"" (arr. J. Heifetz for violin and piano)",0.214,0.144,0.122,102.714,-18.344,0.985,0.44,0.111,0.0365
Play Date,0.68,0.729,0.446,123.97,-5.077,0.612,0.0,0.224,0.0475
The Girl - Acoustic,0.381,0.136,0.424,75.162,-14.677,0.969,7.04e-05,0.0968,0.0479
21 Questions,0.547,0.807,0.919,79.823,-4.083,0.388,9.11e-05,0.0436,0.36
I Miss You,0.637,0.761,0.102,120.935,-10.653,0.0294,0.438,0.0253,0.0388
"Breezy (From ""Final Fantasy 8"")",0.331,0.0801,0.196,215.359,-27.799,0.993,0.937,0.0814,0.104
"Trio Sonata No. 6 in G Major, BWV 530: II. Lento",0.375,0.04,0.181,81.262,-27.945,0.955,0.831,0.0913,0.0447
"St. Matthew Passion, BWV 244, Pt. 2: No. 53, Da nahmen die Kriegsknechte des Landpflegers Jesum zu sich",0.429,0.0946,0.413,147.997,-23.667,0.912,0.0,0.105,0.131
And I Thought My Jokes Were Bad,0.524,0.492,0.0394,94.07,-16.813,0.476,0.708,0.118,0.0397
Fireflies,0.682,0.386,0.298,139.785,-8.158,0.42,0.00179,0.0835,0.0692
Dammit,0.573,0.943,0.549,110.058,-4.617,0.0521,0.0,0.277,0.088
Kamikazee,0.45,0.859,0.216,82.504,-4.754,0.00146,0.00139,0.324,0.068
The Vagabond,0.39,0.0743,0.0663,130.331,-19.916,0.841,0.815,0.106,0.0317
Under Martial Law,0.47,0.134,0.273,130.423,-17.855,0.981,0.898,0.336,0.04
Infinito,0.72,0.467,0.357,85.996,-10.303,0.13,0.959,0.113,0.0821
Bellini: Norma / Act 1 - Meco all'altar di Venere,0.3,0.328,0.214,140.675,-15.64,0.973,0.000839,0.119,0.0543
My Smoking Song (feat. B Real),0.801,0.582,0.64,81.012,-6.843,0.405,1.07e-06,0.153,0.242
Jump,0.749,0.745,0.481,101.972,-10.625,0.000501,0.00403,0.333,0.164
Good Day,0.717,0.694,0.472,154.986,-4.105,0.357,0.0,0.241,0.267
Today - Intro,0.915,0.511,0.619,140.036,-7.482,0.00331,0.0,0.0752,0.323
"Bellini: I Puritani / Act 1 - A te, o cara",0.134,0.171,0.0706,76.325,-17.391,0.984,0.000769,0.105,0.0422
Retreat!,0.447,0.875,0.356,95.081,-5.074,0.00366,0.000116,0.187,0.124
Symphony,0.498,0.724,0.384,145.908,-5.142,0.281,6.75e-06,0.157,0.0892
He's a Friend,0.819,0.433,0.572,125.16,-15.387,0.321,0.0,0.0602,0.263
Slow Jamz,0.569,0.744,0.59,145.063,-5.757,0.369,0.0,0.256,0.181
You,0.735,0.453,0.335,115.002,-8.264,0.413,0.0,0.104,0.0602
Old Friends,0.152,0.0688,0.0377,135.05,-19.309,0.86,0.956,0.0978,0.0443
Move On (Munny Remix) - Munny Remix,0.762,0.697,0.543,110.014,-6.355,0.363,0.000452,0.34,0.0381
Gift,0.591,0.943,0.498,139.995,-3.698,0.000116,0.000899,0.0822,0.0729
Life Round Here,0.612,0.659,0.254,144.904,-9.714,0.413,0.402,0.11,0.0476
"Carmen, WD 31, Act III: Holà! José! (Live)",0.243,0.0699,0.155,95.048,-25.003,0.968,0.00107,0.315,0.0444
Phantom Menace,0.697,0.844,0.263,146.056,-5.008,0.384,2.04e-05,0.0557,0.29
Mice,0.53,0.2,0.357,61.255,-12.473,0.712,1.07e-05,0.0859,0.0468
"Fidelio, Op. 72, Act I: Ihr könnt das leicht sagen, Meister Rocco (Live)",0.55,0.0237,0.2,128.912,-38.267,0.754,0.0,0.244,0.142
"S.K. Blues, Pt. 1",0.619,0.268,0.61,87.213,-9.96,0.987,0.00193,0.306,0.0772
Nice Time,0.69,0.793,0.825,143.68,-5.439,0.00904,0.000219,0.0968,0.0284
Word Of Mouth - Audiotree Live Version,0.439,0.267,0.262,184.954,-14.901,0.561,2.54e-06,0.123,0.0874
Spring,0.593,0.539,0.504,97.92,-14.065,0.000746,0.0017,0.123,0.0407
Flash Back,0.445,0.755,0.206,140.117,-3.801,0.0288,0.0014,0.28,0.0323
Too Many Stars,0.458,0.977,0.913,166.048,-2.841,0.00232,0.0377,0.114,0.0498
Carry On,0.388,0.694,0.365,145.434,-5.769,0.118,0.000293,0.082,0.0735
What Went Down,0.231,0.919,0.131,146.944,-6.182,0.00314,0.00451,0.0643,0.0728
Smoke,0.647,0.256,0.409,82.057,-11.603,0.462,0.000788,0.119,0.129
Breakfast (feat. A$AP Rocky),0.485,0.783,0.154,159.661,-7.82,0.346,0.0,0.752,0.623
Un Sueño - Live,0.657,0.937,0.65,95.033,-4.388,0.155,0.0,0.837,0.0446
Ex Calling,0.773,0.564,0.0588,155.976,-7.241,0.00561,1.99e-05,0.213,0.249
One That Got Away,0.565,0.825,0.609,160.003,-4.245,0.00303,0.0,0.0779,0.0417
Be Still My Soul,0.323,0.0872,0.144,110.479,-11.938,0.784,0.0,0.119,0.0323
It's Strange (feat. K.Flay) - Candyland Remix,0.607,0.518,0.0928,86.047,-8.756,0.473,0.000523,0.119,0.0678
My World,0.759,0.207,0.446,150.016,-17.968,0.833,0.821,0.231,0.054
"Ave Maria, ""Ellens Gesang III"", D839",0.211,0.256,0.116,92.065,-17.551,0.947,0.000126,0.125,0.0393
Lemon,0.261,0.832,0.367,136.286,-4.198,0.0861,0.0,0.334,0.0591
Porsches In The Rain,0.727,0.632,0.474,83.755,-8.916,0.135,0.0,0.182,0.259
Gake No Ue No Ponyo (Ponyo),0.725,0.654,0.883,121.024,-5.785,0.692,0.938,0.307,0.0323
Dinero,0.685,0.584,0.824,146.998,-5.741,0.199,0.0,0.337,0.256
The Seduction (Love Theme),0.502,0.638,0.247,121.403,-6.926,0.181,0.374,0.0887,0.0308
Moments,0.751,0.524,0.842,96.024,-7.155,0.499,0.00398,0.117,0.0781
"Puccini: Gianni Schicchi: Se tutto andra come si spera, sposa chi vuoi",0.423,0.114,0.14,69.65,-20.147,0.992,0.0648,0.174,0.0748
Honor Among Thieves,0.169,0.985,0.778,191.761,-2.837,4.57e-05,0.217,0.115,0.0776
Cry Me A River (triple j Like A Version),0.584,0.506,0.408,147.929,-7.242,0.422,0.00356,0.0938,0.0492
"Ebben, Ne Andrò Lontana",0.217,0.11,0.0604,84.187,-14.549,0.986,0.0128,0.115,0.0411
A Punto De Cazar (feat. Jose Cosculluela),0.731,0.861,0.838,96.982,-5.435,0.0753,0.0,0.108,0.11
Virginia Wolf,0.747,0.64,0.561,92.99,-11.094,0.315,0.73,0.136,0.11
Tattoos,0.828,0.951,0.655,120.031,-5.578,0.186,3.9e-05,0.115,0.215
'Til The Joint Rolled,0.702,0.905,0.562,150.005,-3.974,0.00128,0.0317,0.38,0.137
How It's Done,0.513,0.602,0.88,88.481,-5.537,0.445,0.0952,0.599,0.0353
"I Loves You, Porgy",0.344,0.239,0.184,83.906,-10.241,0.965,2.24e-06,0.113,0.0617
Hollywood,0.546,0.426,0.336,144.697,-6.713,0.289,0.0,0.0866,0.032
"Valses Poéticos H. 147, DLR 7:8: No. 1: Melódico",0.364,0.0168,0.149,148.709,-30.789,0.98,0.883,0.0825,0.0591
Good In Goodbye,0.332,0.522,0.171,163.697,-4.749,0.522,0.0,0.106,0.0369
Green Goblin Fight,0.155,0.258,0.0362,149.992,-12.968,0.322,0.939,0.118,0.0485
"Head, Shoulders, Knees and Toes",0.867,0.729,0.793,120.129,-6.616,0.249,0.0,0.0802,0.0373
Who You Are,0.534,0.667,0.215,136.043,-3.91,0.0233,7.3e-06,0.261,0.0336
"Kinderszenen, Op.15: 4. Bittendes Kind",0.45,0.00189,0.382,68.843,-38.188,0.995,0.751,0.107,0.0709
Daylight,0.657,0.679,0.331,120.007,-5.511,0.00246,0.0,0.211,0.0269
"Falstaff, Act II Pt. 2: Presenteremo un bill (Live)",0.436,0.153,0.267,145.668,-25.469,0.922,0.0,0.626,0.33
Q And U,0.954,0.422,0.852,125.028,-7.928,0.441,0.0,0.072,0.0627
F.B.G.M.,0.689,0.657,0.234,77.509,-3.632,0.127,0.0,0.166,0.0394
Space Cowboy (Yippie-Yi-Yay),0.707,0.979,0.702,113.963,-3.207,0.012,0.00137,0.735,0.0718
I Wear His Ring,0.649,0.568,0.774,82.121,-6.173,0.668,0.000267,0.16,0.0961
Angel y Demonio,0.698,0.93,0.847,146.093,-3.079,0.0666,1.27e-06,0.256,0.181
Down On The Farm,0.671,0.528,0.36,96.001,-5.972,0.0263,0.000638,0.0791,0.0243
Wop (Official Version),0.836,0.817,0.647,112.007,-5.672,0.00968,0.0,0.114,0.0677
Woman's World,0.456,0.671,0.164,163.828,-5.159,0.144,0.0,0.121,0.0567
Hand Covers Bruise,0.205,0.154,0.0389,114.851,-25.38,0.971,0.948,0.103,0.042
Tables Have Turned,0.888,0.386,0.404,105.973,-8.552,0.337,1.36e-06,0.0927,0.0535
Loving Arms,0.569,0.34,0.253,136.211,-8.363,0.473,0.0,0.137,0.0266
We Fall Apart,0.482,0.544,0.404,119.957,-7.217,0.174,0.0,0.131,0.0283
"Anthem, Pt. 2",0.46,0.108,0.0389,100.129,-21.166,0.0251,0.648,0.114,0.0304
Nadie Sabe,0.843,0.716,0.761,96.975,-4.282,0.0993,0.000656,0.0751,0.0993
Summer Of '69,0.636,0.376,0.373,100.254,-11.06,0.616,3.93e-05,0.0504,0.0342
Un Verano en NY,0.556,0.782,0.955,105.948,-6.354,0.678,0.0171,0.274,0.0466
Pide Un Deseo,0.755,0.525,0.656,150.473,-8.619,0.0576,0.0,0.133,0.269
Man Research (Clapper),0.625,0.716,0.838,95.739,-11.376,0.127,0.478,0.0842,0.0592
Predicament,0.759,0.526,0.154,122.031,-9.154,0.64,0.796,0.105,0.0359
The Morning,0.652,0.549,0.186,120.073,-7.555,0.317,0.0,0.104,0.039
Piano Sonata No. 1 - Mässig bewegt - Stereo Version,0.342,0.117,0.0391,104.41,-21.694,0.991,0.915,0.0694,0.0416
White House Road,0.438,0.411,0.373,80.483,-8.668,0.465,0.0,0.0825,0.0406
Not Alone Any More,0.662,0.697,0.666,119.535,-6.225,0.239,3.04e-06,0.0619,0.0274
Nice Guy (with Jessie Reyez),0.65,0.639,0.563,139.226,-5.962,0.0942,0.0,0.135,0.458
eternal reality,0.612,0.999,0.181,144.935,-2.237,0.388,0.0181,0.288,0.333
Where's My Swine Flu?,0.664,0.967,0.191,63.797,-6.183,0.742,0.0,0.829,0.921
Xl-Tt,0.273,0.576,0.153,182.018,-11.07,0.0426,0.91,0.117,0.059
"Keyboard Sonata No. 60 in C Major, Hob.XVI:50: I. Allegro",0.308,0.123,0.245,106.649,-23.975,0.989,0.887,0.0754,0.0366
Act 2: Scene Two:,0.249,0.0389,0.0528,123.882,-30.645,0.95,0.000164,0.102,0.0483
Serenity (O Magnum Mysterium),0.0828,0.0636,0.028,82.92,-26.794,0.992,0.931,0.0633,0.0549
"Piano Pieces, Series 2: No. 10, Lullaby of Shushani",0.391,0.0704,0.229,163.995,-25.164,0.989,0.841,0.116,0.0373
No Es Una Gial (feat. De La Ghetto),0.685,0.891,0.954,78.993,-5.957,0.224,0.0,0.229,0.0662
Tell The World,0.846,0.602,0.883,145.335,-6.922,0.157,0.000418,0.261,0.146
Just You and I,0.326,0.957,0.751,107.191,-3.448,0.00014,0.00623,0.464,0.0404
Workin (feat. Travis Scott & Big Sean),0.715,0.499,0.25,98.059,-6.48,0.0136,0.0,0.477,0.118
By the Sea,0.574,0.394,0.361,209.667,-11.494,0.655,0.0741,0.111,0.159
"Die Walküre, WWV 86B, Act III, Scene 3: ""Der Augen leuchtendes Paar""",0.425,0.121,0.0515,80.932,-18.181,0.835,0.371,0.144,0.538
The New Babysitter,0.281,0.258,0.0389,100.501,-15.73,0.867,0.903,0.248,0.0412
The Beautiful People,0.639,0.837,0.911,143.97,-10.011,0.00106,0.558,0.0559,0.0616
Wavy (Interlude) (feat. James Fauntleroy),0.633,0.511,0.389,79.001,-8.1,0.464,0.0,0.0727,0.081
Trust,0.314,0.0341,0.165,105.646,-20.238,0.778,0.000299,0.281,0.0346
Smooth Wit' Any Groove,0.464,0.536,0.839,78.36,-9.387,0.3,0.587,0.344,0.378
Red Lips (feat. Sam Bruno) - Skrillex Remix,0.528,0.983,0.141,144.981,-3.133,0.000518,0.000324,0.18,0.146
Turiya & Ramakrishna,0.42,0.298,0.137,111.398,-14.634,0.91,0.83,0.278,0.0321
Tarantella (Finale) [Presto 6/8],0.621,0.762,0.744,146.136,-6.183,0.642,0.00544,0.0969,0.0637
Same Soul,0.541,0.818,0.209,94.979,-5.52,0.0224,0.00373,0.13,0.0403
Alone / EA6,0.448,0.66,0.119,124.767,-7.642,0.709,0.000465,0.351,0.276
Moses,0.638,0.813,0.16,143.921,-3.892,0.0996,0.0,0.112,0.0911
Invitation To Understanding,0.433,0.795,0.756,178.937,-4.138,0.00441,0.00551,0.0864,0.0475
We Don't Like Congress,0.535,0.508,0.196,84.069,-16.364,0.848,0.0,0.931,0.951
Ur Love (feat. Barrington Levy),0.706,0.708,0.912,80.056,-8.152,0.0182,0.0311,0.0573,0.0781
Until The End,0.514,0.932,0.453,134.048,-4.397,0.000225,0.0,0.272,0.0688
Let Me Touch Your Fire,0.699,0.511,0.331,157.987,-7.312,0.462,0.000121,0.11,0.0867
"Symbiosis, 1st Movement: Moderato. Various Tempi, Pt. 1",0.377,0.354,0.0599,109.032,-21.31,0.771,0.863,0.174,0.0411
Dread Lion,0.601,0.599,0.562,133.622,-11.517,0.0296,0.0278,0.162,0.0644
Feel Good,0.685,0.615,0.489,119.971,-6.448,0.293,0.0,0.0936,0.0695
Metamorphosis II,0.181,0.00918,0.0382,71.045,-25.073,0.985,0.934,0.0726,0.053
Leave The Pieces,0.513,0.72,0.5,164.099,-4.488,0.0499,0.0,0.0535,0.0273
(Don’t Let Them Catch You) Crying - Leo Zero 'Tufnell Parkas' Dub,0.926,0.533,0.567,120.026,-5.343,0.0465,0.513,0.0882,0.0588
Luna Rossa,0.292,0.191,0.229,86.171,-14.422,0.912,1.94e-06,0.095,0.034
Pet,0.541,0.806,0.334,140.15,-4.973,0.00212,0.436,0.291,0.0483
